Type	IRI	Status	Label
Class	http://purl.obolibrary.org/obo/OBI_0002503	ready for release	feces specimen
Class	http://purl.obolibrary.org/obo/OBI_0002504	ready for release	digestive system fluid or secretion specimen
ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000219		denotes
Class	http://purl.obolibrary.org/obo/GO_0019814		immunoglobulin complex
Class	http://purl.obolibrary.org/obo/GO_0019815		B cell receptor complex
Class	http://purl.obolibrary.org/obo/PATO_0001375		haploid
Class	http://purl.obolibrary.org/obo/PATO_0001374		ploidy
Class	http://purl.obolibrary.org/obo/OBI_0002505	ready for release	milk specimen
Class	http://purl.obolibrary.org/obo/OBI_0002506	ready for release	pericardial fluid specimen
Class	http://purl.obolibrary.org/obo/OBI_0002507	ready for release	saliva specimen
Class	http://purl.obolibrary.org/obo/OBI_0002508	ready for release	sputum specimen
Class	http://purl.obolibrary.org/obo/OBI_0002509	ready for release	sweat specimen
NamedIndividual	http://purl.obolibrary.org/obo/iao/repository		
Class	http://purl.obolibrary.org/obo/OBI_0000854	metadata complete	western blot analysis
Class	http://purl.obolibrary.org/obo/OBI_0000852	metadata complete	record of missing knowledge
Class	http://purl.obolibrary.org/obo/OBI_0000851	metadata incomplete	obsolete_diethyl pyrocarbonate
Class	http://purl.obolibrary.org/obo/OBI_0000859	metadata complete	cytoplasmic RNA extraction
Class	http://purl.obolibrary.org/obo/OBI_0000858	metadata complete	record of unknown sex
Class	http://purl.obolibrary.org/obo/OBI_0000857	metadata complete	complementary nucleotide probe role
Class	http://purl.obolibrary.org/obo/OBI_0000856	metadata incomplete	intracellular staining
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000230		other
Class	http://purl.obolibrary.org/obo/OBI_0000855	metadata complete	total RNA extraction
Class	http://purl.obolibrary.org/obo/NCBITaxon_5140		Neurospora
Class	http://purl.obolibrary.org/obo/OBI_0000865	metadata complete	96-well neutralization assay
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000229		term split
Class	http://purl.obolibrary.org/obo/OBI_0000862	metadata complete	nuclear RNA extract
Class	http://purl.obolibrary.org/obo/OBI_0000861	metadata incomplete	Likelihood-ratio test
Class	http://purl.obolibrary.org/obo/OBI_0000860	metadata incomplete	northern blot analysis
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000226		placeholder removed
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000227		terms merged
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000228		term imported
NamedIndividual	http://purl.obolibrary.org/obo/IAO_0000224		core
Class	http://purl.obolibrary.org/obo/OBI_0000869	metadata complete	polyA RNA extract
Class	http://purl.obolibrary.org/obo/OBI_0000868	metadata incomplete	pattern matching objective
Class	http://purl.obolibrary.org/obo/OBI_0000867	metadata incomplete	establishing cancer cell line
Class	http://purl.obolibrary.org/obo/CHEBI_23367		molecular entity
Class	http://purl.obolibrary.org/obo/CHEBI_37972		phosphorus-32 atom
Class	http://purl.obolibrary.org/obo/OBI_0000876	metadata complete	cytoplasmic RNA extract
Class	http://purl.obolibrary.org/obo/OBI_0000875	metadata complete	viral hemagglutination inhibition assay
Class	http://purl.obolibrary.org/obo/OBI_0000874	metadata complete	detection of specific nucleic acid polymers with complementary probes
Class	http://purl.obolibrary.org/obo/CHEBI_37973		phosphorus-33 atom
Class	http://purl.obolibrary.org/obo/OBI_0000873	metadata complete	pre-mortem specimen
Class	http://purl.obolibrary.org/obo/OBI_0000872	metadata complete	serum neutralization of viral infectivity assay
Class	http://purl.obolibrary.org/obo/OBI_0000871	metadata complete	viral hemagglutination assay
Class	http://purl.obolibrary.org/obo/OBI_0000870	metadata complete	single-nucleotide-resolution nucleic acid structure mapping assay
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000304	metadata incomplete	is_manufactured_by
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0001637	metadata incomplete	has disposition to bind
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000301	metadata incomplete	obsoleted_has_specified_output_information
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000300	ready for release	obsolete_is_realized_by
Class	http://purl.obolibrary.org/obo/OBI_0000879	metadata complete	random primed DNA labeling
Class	http://purl.obolibrary.org/obo/OBI_0000877	metadata incomplete	cell line immortalization
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000309	metadata incomplete	obsoleted_utilizes_reagent
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000308	ready for release	obsolete_realizes
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000307	metadata incomplete	obsoleted_is_reagent_in
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000306	ready for release	obsolete_has_function
Class	http://purl.obolibrary.org/obo/OBI_0000885	example to be eventually removed	secondary structure of sequence macromolecule
Class	http://purl.obolibrary.org/obo/CHEBI_37987		Cy3 dye
Class	http://purl.obolibrary.org/obo/OBI_0000883	metadata complete	in vivo cell killing assay
Class	http://purl.obolibrary.org/obo/OBI_0000882	metadata complete	cell-cell killing assay
Class	http://purl.obolibrary.org/obo/CHEBI_37989		Cy5 dye
Class	http://purl.obolibrary.org/obo/OBI_0000880	metadata complete	RNA extract
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000315	metadata incomplete	obsoleted_has_specified_input_information
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000314	metadata incomplete	is_proxy_for
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000313	metadata incomplete	obsoleted_utilizes_device
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000312	ready for release	is_specified_output_of
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000311	metadata incomplete	obsoleted_is_device_for
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000207		milliliter per liter
Class	http://purl.obolibrary.org/obo/OBI_0000889	ready for release	survival curve
Class	http://purl.obolibrary.org/obo/OBI_0000888	metadata complete	nuclear RNA extraction
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000208		gram per deciliter
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000316	ready for release	obsolete_has_role
Class	http://purl.obolibrary.org/obo/OBI_0600057	pending final vetting	enzymatic DNA replication
Class	http://purl.obolibrary.org/obo/CHEBI_24636		proton
Class	http://purl.obolibrary.org/obo/OBI_0600058	pending final vetting	enzymatic amplification
Class	http://purl.obolibrary.org/obo/OBI_0600059	pending final vetting	DNA transduction
Class	http://purl.obolibrary.org/obo/OBI_0600053	pending final vetting	electrophoresis
Class	http://purl.obolibrary.org/obo/OBI_0600054	pending final vetting	selection by survival
Class	http://purl.obolibrary.org/obo/OBI_0600055	metadata complete	DNA cleavage, restriction analysis
Class	http://purl.obolibrary.org/obo/OBI_0600056	pending final vetting	protease cleavage
Class	http://purl.obolibrary.org/obo/OBI_0000810	ready for release	informed consent process
Class	http://purl.obolibrary.org/obo/OBI_0000818	ready for release	calibration
Class	http://purl.obolibrary.org/obo/OBI_0000817	metadata complete	fucoidan
Class	http://purl.obolibrary.org/obo/OBI_0000816	metadata complete	micro electrode
Class	http://purl.obolibrary.org/obo/OBI_0000815	metadata complete	Berichrom(r) Antithrombin III (A) Kit
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000212		colony forming unit per volume
Class	http://purl.obolibrary.org/obo/OBI_0000814	metadata complete	guar gum
Class	http://purl.obolibrary.org/obo/OBI_0000813	ready for release	to be treated with active ingredient role
Class	http://purl.obolibrary.org/obo/OBI_0000812	metadata complete	measuring neural activity in the caudate nucleus
Class	http://purl.obolibrary.org/obo/OBI_0000811	metadata incomplete	primary structure of DNA macromolecule
Class	http://purl.obolibrary.org/obo/OBI_0600060	pending final vetting	DNA transfection
Class	http://purl.obolibrary.org/obo/OBI_0600063	metadata complete	vector mediated expression
Class	http://purl.obolibrary.org/obo/OBI_0000819	metadata complete	anticoagulant tube storage of blood specimen
Class	http://purl.obolibrary.org/obo/OBI_0600064	metadata complete	recombinant vector cloning
Class	http://purl.obolibrary.org/obo/OBI_0600065	organizational term	obsolete_defined processes
Class	http://purl.obolibrary.org/obo/OBI_0600067	metadata complete	specific labeling
Class	http://purl.obolibrary.org/obo/OBI_0000821	metadata complete	filled capsule
Class	http://purl.obolibrary.org/obo/OBI_0000820	metadata complete	activated partial thromboplastin time (aPTT) assay
Class	http://purl.obolibrary.org/obo/OBI_0000828	metadata incomplete	research organization
Class	http://purl.obolibrary.org/obo/OBI_0000827	metadata complete	pill
Class	http://purl.obolibrary.org/obo/OBI_0000826	metadata complete	treatment portion of study execution
Class	http://purl.obolibrary.org/obo/OBI_0000825	metadata complete	to be treated with placebo role
Class	http://purl.obolibrary.org/obo/OBI_0000824	metadata incomplete	recombinant YAC cloning
Class	http://purl.obolibrary.org/obo/OBI_0000823	metadata complete	thrombin time assay
Class	http://purl.obolibrary.org/obo/OBI_0000822	metadata complete	single blind study execution
Class	http://purl.obolibrary.org/obo/OBI_0600036	metadata complete	establishing cell culture
Class	http://purl.obolibrary.org/obo/OBI_0600037	pending final vetting	cell culture splitting
Class	http://purl.obolibrary.org/obo/OBI_0600038	pending final vetting	addition of molecular label
Class	http://purl.obolibrary.org/obo/OBI_0600031	metadata complete	enzyme-linked immunospot assay
Class	http://purl.obolibrary.org/obo/OBI_0600032	pending final vetting	artificially induced DNA repair
Class	http://purl.obolibrary.org/obo/OBI_0600033	metadata complete	cell permeabilization
Class	http://purl.obolibrary.org/obo/OBI_0600034	pending final vetting	precipitation
Class	http://purl.obolibrary.org/obo/OBI_0000832	ready for release	measurement device
Class	http://purl.obolibrary.org/obo/OBI_0000831	metadata incomplete	DNA residue methylation
Class	http://purl.obolibrary.org/obo/OBI_0000830	metadata incomplete	obsolete_primary structure of sequence macromolecule
Class	http://purl.obolibrary.org/obo/OBI_0600039	metadata complete	artificially induced methylation
Class	http://purl.obolibrary.org/obo/OBI_0000839	metadata incomplete	labeled oligonucleotide
Class	http://purl.obolibrary.org/obo/OBI_0000838	metadata incomplete	material maintenance
Class	http://purl.obolibrary.org/obo/OBI_0000837	metadata complete	oral ingestion of pill
Class	http://purl.obolibrary.org/obo/OBI_0000836	metadata complete	test tube
Class	http://purl.obolibrary.org/obo/OBI_0000835	metadata incomplete	manufacturer
Class	http://purl.obolibrary.org/obo/OBI_0000834	metadata complete	high molecular weight DNA extract
Class	http://purl.obolibrary.org/obo/OBI_0600040	pending final vetting	synthesis
Class	http://purl.obolibrary.org/obo/OBI_0600041	pending final vetting	concentrate
Class	http://purl.obolibrary.org/obo/OBI_0600046	pending final vetting	preparative chromatography
Class	http://purl.obolibrary.org/obo/OBI_0600047	pending final vetting	sequencing assay
Class	http://purl.obolibrary.org/obo/OBI_0600048	pending final vetting	vector mediated amplification
Class	http://purl.obolibrary.org/obo/OBI_0600049	metadata complete	DNA polymerase amplification
Class	http://purl.obolibrary.org/obo/OBI_0600042	pending final vetting	recombinant plasmid cloning
Class	http://purl.obolibrary.org/obo/OBI_0600043	ready for release	genetic transformation
Class	http://purl.obolibrary.org/obo/OBI_0600044	metadata complete	lavage
Class	http://purl.obolibrary.org/obo/OBI_0600045	metadata complete	3D structure determination assay
Class	http://purl.obolibrary.org/obo/OBI_0000843	metadata complete	Sysmex CA-6000 Coagulation Analyzer
Class	http://purl.obolibrary.org/obo/OBI_0000842	metadata complete	informing subject of study arm
Class	http://purl.obolibrary.org/obo/OBI_0000841	metadata complete	subject agrees they understand informed consent document
Class	http://purl.obolibrary.org/obo/OBI_0000840	metadata complete	unblinding process
Class	http://purl.obolibrary.org/obo/CHEBI_4705		double-stranded DNA
Class	http://purl.obolibrary.org/obo/OBI_0000849	metadata complete	organellar RNA extraction
Class	http://purl.obolibrary.org/obo/OBI_0000848	metadata complete	polyA RNA extraction
Class	http://purl.obolibrary.org/obo/OBI_0000847	metadata complete	test substance role
Class	http://purl.obolibrary.org/obo/OBI_0000845	metadata incomplete	primary structure of RNA molecule
Class	http://purl.obolibrary.org/obo/OBI_0000844	metadata complete	hospital
Class	http://purl.obolibrary.org/obo/OBI_0600050	pending final vetting	specific enzymatic cleavage
Class	http://purl.obolibrary.org/obo/OBI_0600051	pending final vetting	gradient separation
Class	http://purl.obolibrary.org/obo/OBI_0600052	pending final vetting	dialysis
Class	http://purl.obolibrary.org/obo/GAZ_00000448		geographic location
Class	http://purl.obolibrary.org/obo/OBI_0600013	ready for release	information acquisition
Class	http://purl.obolibrary.org/obo/OBI_0600014	ready for release	material component separation
Class	http://purl.obolibrary.org/obo/OBI_0600015	ready for release	group assignment
Class	http://purl.obolibrary.org/obo/OBI_0600016	pending final vetting	pooling specimens
Class	http://purl.obolibrary.org/obo/OBI_0600010	ready for release	material acquisition
Class	http://purl.obolibrary.org/obo/OBI_0600011	pending final vetting	acclimatization
Class	http://purl.obolibrary.org/obo/OBI_0600012	metadata incomplete	environmental material collection process
Class	http://purl.obolibrary.org/obo/OBI_0600017	pending final vetting	detection of molecular label
Class	http://purl.obolibrary.org/obo/OBI_0600018	metadata incomplete	material portioning
Class	http://purl.obolibrary.org/obo/OBI_0600019	pending final vetting	non-specific labeling
Class	http://purl.obolibrary.org/obo/GO_0097280		histamine secretion mediated by immunoglobulin
Class	http://purl.obolibrary.org/obo/GO_0097281		immune complex formation
Class	http://purl.obolibrary.org/obo/GO_0097282		immunoglobulin-mediated neutralization
Class	http://purl.obolibrary.org/obo/OBI_0600024	pending final vetting	maintaining cell culture
Class	http://purl.obolibrary.org/obo/OBI_0600025	pending final vetting	substance detection
Class	http://purl.obolibrary.org/obo/OBI_0600026	metadata complete	longitudinal mass measurement assay
Class	http://purl.obolibrary.org/obo/OBI_0600027	pending final vetting	artificially induced cell membrane lysis
Class	http://purl.obolibrary.org/obo/OBI_0600020	pending final vetting	histology
Class	http://purl.obolibrary.org/obo/OBI_0600021	pending final vetting	cell fixation
Class	http://purl.obolibrary.org/obo/OBI_0600022	pending final vetting	excision
Class	http://purl.obolibrary.org/obo/OBI_0600023	pending final vetting	non specific enzymatic cleavage
Class	http://purl.obolibrary.org/obo/OBI_0600028	pending final vetting	artificially induced reverse transcription
Class	http://purl.obolibrary.org/obo/OBI_0600029	pending final vetting	isolation of cell culture supernatant
Class	http://purl.obolibrary.org/obo/OBI_0666666	pending final vetting	RNA extraction
Class	http://purl.obolibrary.org/obo/OBI_0666667	pending final vetting	nucleic acid extraction
Class	http://purl.obolibrary.org/obo/OBI_0600030	pending final vetting	experimental disease induction
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000271		microliters per minute
Class	http://purl.obolibrary.org/obo/GO_0042101		T cell receptor complex
Class	http://purl.obolibrary.org/obo/OBI_0600002	pending final vetting	tumor grading
Class	http://purl.obolibrary.org/obo/OBI_0600003	metadata complete	performing a clinical assessment
Class	http://purl.obolibrary.org/obo/OBI_0600004	ready for release	human subject enrollment
Class	http://purl.obolibrary.org/obo/OBI_0600005	ready for release	collecting specimen from organism
Class	http://purl.obolibrary.org/obo/OBI_0600000	pending final vetting	adding substance to cell culture
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000282		count per molar second
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000281		count per nanomolar second
Class	http://purl.obolibrary.org/obo/OBI_0600006	pending final vetting	killing
Class	http://purl.obolibrary.org/obo/OBI_0600007	pending final vetting	administering substance in vivo
Class	http://purl.obolibrary.org/obo/OBI_0600008	ready for release	acquisition
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000284		count per nanomolar
Class	http://purl.obolibrary.org/obo/OBI_0600009	metadata incomplete	exposure of material to environment
NamedIndividual	http://purl.obolibrary.org/obo/UO_0000285		count per molar
Class	http://purl.obolibrary.org/obo/OBI_0000807	metadata complete	presentation of stimulus
Class	http://purl.obolibrary.org/obo/OBI_0000806	ready for release	material maintenance objective
Class	http://purl.obolibrary.org/obo/OBI_0000805	metadata complete	antithrombin-III (AT-III) berichrome assay
Class	http://purl.obolibrary.org/obo/OBI_0000804	metadata complete	informing investigator of subject study arm
Class	http://purl.obolibrary.org/obo/OBI_0000803	metadata incomplete	denaturing
Class	http://purl.obolibrary.org/obo/OBI_0000802	metadata complete	prothrombin time assay
Class	http://purl.obolibrary.org/obo/OBI_0000801	metadata complete	spike train datum
Class	http://purl.obolibrary.org/obo/OBI_0000800	metadata complete	cross linking
Class	http://purl.obolibrary.org/obo/OBI_0000809	ready for release	amplified DNA
Class	http://purl.obolibrary.org/obo/OBI_0000808	metadata complete	spectrolyse heparin antifactor-Xa assay
AnnotationProperty	http://xmlns.com/foaf/0.1/homepage		
Class	http://purl.obolibrary.org/obo/GO_0042110		T cell activation
Class	http://purl.obolibrary.org/obo/GO_0008228		opsonization
Class	http://purl.obolibrary.org/obo/NCBITaxon_7742		Vertebrata <Metazoa>
Class	http://purl.obolibrary.org/obo/GO_0009566		fertilization
Class	http://purl.obolibrary.org/obo/CHEBI_50076		chromium-51
Class	http://purl.obolibrary.org/obo/GO_0097278		complement-dependent cytotoxicity
Class	http://purl.obolibrary.org/obo/OBI_0000054	metadata complete	ratio of collected to emitted light
Class	http://purl.obolibrary.org/obo/OBI_0001386	ready for release	epitope specific monocyte chemotactic protein-1 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001387	metadata complete	genotyping by array design
Class	http://purl.obolibrary.org/obo/OBI_0000052	metadata incomplete	microarray platform
Class	http://purl.obolibrary.org/obo/OBI_0001388	metadata complete	IL-1a release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0000051	metadata incomplete	liquid chromatography mass spectrometry platform
Class	http://purl.obolibrary.org/obo/OBI_0001389	metadata complete	IL-6 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0000050	metadata incomplete	obsolete_platform
Class	http://purl.obolibrary.org/obo/OBI_0001380	metadata complete	IL-18 release|biological activity
Class	http://purl.obolibrary.org/obo/GO_0035746		granzyme A production
Class	http://purl.obolibrary.org/obo/OBI_0000059	ready for release	gamma counter
Class	http://purl.obolibrary.org/obo/OBI_0001381	ready for release	epitope specific interleukin-23 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001382	metadata complete	IL-27 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0000057	pending final vetting	allotransplantation
Class	http://purl.obolibrary.org/obo/OBI_0001383	metadata complete	CXCL10/IP-10 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0000056	metadata complete	notified body role
Class	http://purl.obolibrary.org/obo/OBI_0001384	metadata complete	IL-3 release|bioassay
Class	http://purl.obolibrary.org/obo/OBI_0000055	metadata incomplete	software optimization objective
Class	http://purl.obolibrary.org/obo/OBI_0001385	metadata complete	TNF release|ICS
Class	http://purl.obolibrary.org/obo/PR_000025402		T cell receptor co-receptor CD8
Class	http://purl.obolibrary.org/obo/OBI_0000065	metadata incomplete	polyethylene glycol p-(1,1,3,3-tetramethylbutyl)-phenyl ether
Class	http://purl.obolibrary.org/obo/OBI_0001397	metadata complete	G-CSF release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0000064	metadata incomplete	positive reference substance role
Class	http://purl.obolibrary.org/obo/OBI_0001398	metadata complete	protein and DNA interaction identification objective
Class	http://purl.obolibrary.org/obo/OBI_0001399	ready for release	epitope specific interleukin-22 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0000060	metadata incomplete	trial monitor role
Class	http://purl.obolibrary.org/obo/CHEBI_33839		macromolecule
Class	http://purl.obolibrary.org/obo/OBI_0001390	metadata complete	IFNb release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001391	metadata complete	IL-12 release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001392	metadata complete	cytotoxicity|in vivo assay
Class	http://purl.obolibrary.org/obo/OBI_0001393	metadata complete	comparative genomic hybridization by array assay
Class	http://purl.obolibrary.org/obo/OBI_0000068	metadata complete	reporting party role
Class	http://purl.obolibrary.org/obo/OBI_0001394	ready for release	epitope specific cytotoxic T cell degranulation
Class	http://purl.obolibrary.org/obo/OBI_0000067	ready for release	evaluant role
Class	http://purl.obolibrary.org/obo/OBI_0001395	metadata complete	IL-23 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0000066	ready for release	investigation
Class	http://purl.obolibrary.org/obo/OBI_0001396	metadata complete	stimulus or stress design
Class	http://www.geneontology.org/formats/oboInOwl#Synonym		
Class	http://purl.obolibrary.org/obo/OBI_0000076	metadata complete	unplanned occurrence effecting an investigation
Class	http://purl.obolibrary.org/obo/OBI_0000075	metadata incomplete	diagnosis textual entity
Class	http://purl.obolibrary.org/obo/OBI_0000073	pending final vetting	sample preparation for assay
Class	http://purl.obolibrary.org/obo/OBI_0000071	pending final vetting	quantitative confidence value
Class	http://purl.obolibrary.org/obo/OBI_0000070	ready for release	any method
Class	http://purl.obolibrary.org/obo/GO_0010467		gene expression
Class	http://purl.obolibrary.org/obo/OBI_0000079	ready for release	culture medium
Class	http://purl.obolibrary.org/obo/OBI_0000078	pending final vetting	eMedical record
Class	http://purl.obolibrary.org/obo/GO_0008150		biological_process
Class	http://purl.obolibrary.org/obo/OBI_0000086	metadata complete	reagent role
Class	http://purl.obolibrary.org/obo/OBI_0000084	ready for release	polystyrene tube
Class	http://purl.obolibrary.org/obo/OBI_0000083	metadata complete	electronic case report tabulation
Class	http://purl.obolibrary.org/obo/UBERON_0004648		esophagus muscularis mucosa
Class	http://purl.obolibrary.org/obo/OBI_0000089	metadata complete	role of regulator of chemical manufacturer
Class	http://purl.obolibrary.org/obo/NCBITaxon_9031		Gallus gallus
Class	http://purl.obolibrary.org/obo/OBI_0000010	pending final vetting	fluorescent reporter intensity
Class	http://purl.obolibrary.org/obo/OBI_0001342	metadata complete	IL-21 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0001343	metadata complete	CCL2/MCP-1 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001344	metadata complete	CCL2/MCP-1 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001345	metadata complete	CCL4/MIP-1b release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001346	metadata complete	IL-21 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001348	metadata complete	type IV hypersensitivity (DTH)|in vivo skin test
Class	http://purl.obolibrary.org/obo/OBI_0001349	metadata complete	IL-13 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0000018	metadata complete	material supplier role
Class	http://purl.obolibrary.org/obo/OBI_0000017	metadata complete	regulatory role
Class	http://purl.obolibrary.org/obo/OBI_0000016	metadata incomplete	regulation-assigned role
Class	http://purl.obolibrary.org/obo/OBI_0000015	metadata incomplete	biological feature identification objective
Class	http://purl.obolibrary.org/obo/OBI_0000014	metadata complete	regulator role
Class	http://purl.obolibrary.org/obo/OBI_0000011	ready for release	planned process
Class	http://purl.obolibrary.org/obo/OBI_0001341	metadata complete	GM-CSF release|bioassay
Class	http://purl.obolibrary.org/obo/OBI_0000021	pending final vetting	list-mode data file
Class	http://purl.obolibrary.org/obo/OBI_0001353	metadata complete	TNFa release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0000020	metadata incomplete	contract research organization role
Class	http://purl.obolibrary.org/obo/OBI_0001354	metadata complete	IL-17 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0001356	metadata complete	IFNb release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001357	metadata complete	GM-CSF release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001358	metadata complete	post-transcriptional modification design
Class	http://purl.obolibrary.org/obo/OBI_0001359	metadata complete	IL-8 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0000029	pending final vetting	centrifuge pellet role
Class	http://purl.obolibrary.org/obo/OBI_0000026	metadata complete	cytological stain role
Class	http://purl.obolibrary.org/obo/OBI_0000025	metadata complete	reference substance role
Class	http://purl.obolibrary.org/obo/OBI_0001350	metadata complete	IFNg release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0000023	pending final vetting	classified data set
Class	http://purl.obolibrary.org/obo/OBI_0001351	ready for release	epitope specific tumor necrosis factor superfamily cytokine production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001352	metadata complete	allele information
Class	http://purl.obolibrary.org/obo/GO_0030097		hemopoiesis
Class	http://purl.obolibrary.org/obo/OBI_0000032	metadata incomplete	clinical research coordinator role
Class	http://purl.obolibrary.org/obo/OBI_0001364	metadata complete	genetic alteration information
Class	http://purl.obolibrary.org/obo/OBI_0001365	metadata complete	cellular process design
Class	http://purl.obolibrary.org/obo/OBI_0001366	ready for release	epitope specific RANTES production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001367	metadata complete	IL-10 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0001368	metadata complete	TNF release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001369	metadata complete	wild type allele information
Class	http://purl.obolibrary.org/obo/OBI_0000038	metadata incomplete	chromatography column
Class	http://purl.obolibrary.org/obo/OBI_0001360	metadata complete	IL-6 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001361	metadata complete	transcription profiling by RT-PCR assay
Class	http://purl.obolibrary.org/obo/OBI_0000034	metadata complete	supernatant role
Class	http://purl.obolibrary.org/obo/OBI_0001362	ready for release	epitope specific chemokine (C-C motif) ligand 4 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0001363	metadata complete	IL-23 release|biological activity
Class	http://purl.obolibrary.org/obo/PR_000025467		guanyl-specific ribonuclease T1
Class	http://purl.obolibrary.org/obo/OBI_0000043	pending final vetting	xenotransplantation
Class	http://purl.obolibrary.org/obo/OBI_0001376	metadata complete	IL-3 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0000041	metadata incomplete	pump valve switch
Class	http://purl.obolibrary.org/obo/OBI_0001377	metadata complete	organism status comparison design
Class	http://purl.obolibrary.org/obo/OBI_0000040	metadata complete	drug role
Class	http://purl.obolibrary.org/obo/OBI_0001378	metadata complete	CCL4/MIP-1b release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001379	metadata complete	IFNg release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0000049	ready for release	mass spectrometer
Class	http://purl.obolibrary.org/obo/OBI_0000048	metadata complete	chromatography device
Class	http://purl.obolibrary.org/obo/OBI_0001370	metadata complete	CCL4/MIP-1b release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0000047	ready for release	processed material
Class	http://purl.obolibrary.org/obo/GO_0042098		T cell proliferation
Class	http://purl.obolibrary.org/obo/OBI_0001371	ready for release	epitope specific granzyme B production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0000045	pending final vetting	waiting
Class	http://purl.obolibrary.org/obo/OBI_0001373	ready for release	epitope specific interleukin-8 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0000044	metadata complete	physical document
Class	http://purl.obolibrary.org/obo/OBI_0001374	metadata complete	injury design
Class	http://purl.obolibrary.org/obo/OBI_0001300	metadata complete	IL-2 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/NCBITaxon_716545		saccharomyceta
Class	http://purl.obolibrary.org/obo/OBI_0001301	metadata complete	IL-16 release|bioassay
Class	http://purl.obolibrary.org/obo/OBI_0001302	metadata complete	CCL3/MIP-1a release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0001303	metadata complete	GM-CSF release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0001304	metadata complete	RNAi profiling by array assay
Class	http://purl.obolibrary.org/obo/OBI_0001305	metadata complete	genotype information
Class	http://purl.obolibrary.org/obo/IAO_0000414	metadata incomplete	mass measurement datum
Class	http://purl.obolibrary.org/obo/IAO_0000415	metadata complete	hypothesis textual entity
Class	http://purl.obolibrary.org/obo/IAO_0000416	metadata incomplete	time measurement datum
