ontology ID	label	action	logical type	parent class
CHEBI:33671	heteropolycyclic compound	ignore		
CHEBI:33674	s-block molecular entity	ignore		
CHEBI:33675	p-block molecular entity	ignore		
CHEBI:33692	hydrides	ignore		
CHEBI:33693	oxygen hydride	ignore		
CHEBI:33695	information biomacromolecule	ignore		
CHEBI:33696	nucleic acid	import		CHEBI:33839
CHEBI:33697	ribonucleic acid	import		CHEBI:33696
CHEBI:33709	amino acid	import		COB:0000013
CHEBI:33775	lanthanoid molecular entity	ignore		
CHEBI:33822	organic hydroxy compound	ignore		
CHEBI:33832	organic cyclic compound	ignore		
CHEBI:33833	heteroarene	ignore		
CHEBI:33837	conjugated protein	ignore		
CHEBI:33838	nucleoside	ignore		
CHEBI:33839	macromolecule	import		COB:0000013
CHEBI:33853	phenols	ignore		
CHEBI:35137	hemoprotein	ignore		
CHEBI:35143	hemoglobin	import		COB:0000013
CHEBI:35341	steroid	ignore		
CHEBI:35348	3beta-sterol	ignore		
CHEBI:35350	hydroxy steroid	ignore		
CHEBI:35352	organonitrogen compound	ignore		
CHEBI:35366	fatty acid	import		COB:0000013
CHEBI:35381	monosaccharide	ignore		
CHEBI:35406	oxoanion	ignore		
CHEBI:35505	hydrate	ignore		
CHEBI:35681	secondary alcohol	ignore		
CHEBI:35701	ester	ignore		
CHEBI:35729	gadolinium molecular entity	import		COB:0000013
CHEBI:35730	gadolinium coordination entity	ignore		
CHEBI:35741	glycerolipid	ignore		
CHEBI:35780	phosphate ion	import		COB:0000013
CHEBI:35788	seco-steroid	ignore		
CHEBI:35789	oxo steroid	ignore		
CHEBI:35819	branched-chain fatty acid	ignore		
CHEBI:35868	hydroxy monocarboxylic acid	ignore		
CHEBI:36080	protein	ignore		
CHEBI:36342	subatomic particle	ignore		
CHEBI:36347	nuclear particle	ignore		
CHEBI:36357	polyatomic entity	ignore		
CHEBI:36586	carbonyl compound	ignore		
CHEBI:36606	acid anhydride	ignore		
CHEBI:36608	acyclic acid anhydride	ignore		
CHEBI:36834	3-hydroxy steroid	ignore		
CHEBI:36836	3beta-hydroxy steroid	ignore		
CHEBI:36838	17-hydroxy steroid	ignore		
CHEBI:36853	hydroxy seco-steroid	ignore		
CHEBI:36885	20-oxo steroid	ignore		
CHEBI:36914	inorganic ion	ignore		
CHEBI:36915	inorganic cation	ignore		
CHEBI:36916	cation	ignore		
CHEBI:36962	organochalcogen compound	ignore		
CHEBI:36963	organooxygen compound	ignore		
CHEBI:36976	nucleotide	ignore		
CHEBI:37096	adenosine 5	ignore		
CHEBI:37142	organoiodine compound	ignore		
CHEBI:37176	mononuclear parent hydride	ignore		
CHEBI:37333	gadodiamide	import		COB:0000013
CHEBI:37445	folic acids	import		COB:0000013
CHEBI:37577	heteroatomic molecular entity	ignore		
CHEBI:37578	halide	ignore		
CHEBI:37581	gamma-lactone	ignore		
CHEBI:37586	sodium phosphate	import		COB:0000013
CHEBI:37622	carboxamide	ignore		
CHEBI:37734	phosphoric ester	ignore		
CHEBI:37787	acyclic mixed acid anhydride	ignore		
CHEBI:37826	sulfuric acid derivative	ignore		
CHEBI:37960	cyanine dye	ignore		
CHEBI:37972	phosphorus-32 atom	import		COB:0000011
CHEBI:37973	phosphorus-33 atom	import		COB:0000011
CHEBI:37987	Cy3 dye	import		COB:0000013
CHEBI:37989	Cy5 dye	import		COB:0000013
CHEBI:38087	2,1-benzoxathiole	ignore		
CHEBI:38088	sultone	ignore		
CHEBI:38094	arenesulfonate ester	ignore		
CHEBI:38101	organonitrogen heterocyclic compound	ignore		
CHEBI:38104	oxacycle	ignore		
CHEBI:38106	organosulfur heterocyclic compound	ignore		
CHEBI:38164	organic heteropentacyclic compound	ignore		
CHEBI:38166	organic heteropolycyclic compound	ignore		
CHEBI:38559	cytochrome P450	import		COB:0000013
CHEBI:38702	inorganic sodium salt	ignore		
CHEBI:38831	2-benzofurans	ignore		
CHEBI:38835	xanthenes	ignore		
CHEBI:38856	halophenol	ignore		
CHEBI:39025	high-density lipoprotein	import		
CHEBI:39026	low-density lipoprotein	import		
CHEBI:39027	very-low-density lipoprotein	import		
CHEBI:39123	calcium cation	import		COB:0000013
CHEBI:39124	calcium ion	import		COB:0000013
CHEBI:39127	magnesium cation	import		COB:0000013
CHEBI:39867	valproic acid	import		
CHEBI:3992	cyclic ketone	ignore		
CHEBI:42098	digoxigenin	import		COB:0000013
CHEBI:42191	EDTA(4-)	import		COB:0000013
CHEBI:4431	deoxyribonucleotide	import		COB:0000013
CHEBI:4551	digoxin	import		COB:0000013
CHEBI:4705	double-stranded DNA	import		CHEBI:16991
CHEBI:472552	5-bromo-2	import		COB:0000013
CHEBI:47774	low-density lipoprotein cholesterol	import		COB:0000013
CHEBI:47775	high-density lipoprotein cholesterol	import		COB:0000013
CHEBI:47857	ureas	ignore		
CHEBI:47909	3-oxo-Delta(4) steroid	ignore		
CHEBI:50047	organic amino compound	ignore		
CHEBI:50076	chromium-51	import		COB:0000013
CHEBI:50401	cholestanoid	ignore		
CHEBI:50402	androstanoid	ignore		
CHEBI:50404	lipoprotein cholesterol	ignore		
CHEBI:50860	organic molecular entity	ignore		
CHEBI:50906	role	ignore		
CHEBI:50996	tertiary amino compound	ignore		
CHEBI:51143	nitrogen molecular entity	ignore		
CHEBI:51232	2	import		COB:0000013
CHEBI:51602	resorufin	import		COB:0000013
CHEBI:51756	Alexa Fluor 532	import		COB:0000013
CHEBI:51760	Alexa Fluor 546	import		COB:0000013
CHEBI:51958	organic polycyclic compound	ignore		
CHEBI:52673	Alexa Fluor 555	import		COB:0000013
CHEBI:53526	tritiated thymidine	import		COB:0000013
CHEBI:5686	heterocyclic compound	ignore		
CHEBI:59050	dimethyl sulfate	import		COB:0000013
CHEBI:59051	diethyl pyrocarbonate	import		COB:0000013
CHEBI:59052	1,1-dihydroxy-3-ethoxy-2-butanone	import		COB:0000013
CHEBI:59053	N-cyclohexyl-N	import		COB:0000013
CHEBI:59054	N-methylisatoic anhydride	import		COB:0000013
CHEBI:59055	(S)-1-(4-bromoacetamidobenzyl)EDTA	import		COB:0000013
CHEBI:59056	EDTA methidiumpropylamide	import		COB:0000013
CHEBI:59424	bromophenol blue	import		COB:0000013
CHEBI:59999	chemical substance	ignore		
CHEBI:60242	monovalent inorganic cation	ignore		
CHEBI:61057	tacrolimus hydrate	import		COB:0000013
CHEBI:61073	oxygen radical	import		COB:0000013
CHEBI:61120	nucleobase-containing molecular entity	ignore		
CHEBI:61313	C21-steroid	ignore		
CHEBI:63161	glycosyl compound	ignore		
CHEBI:63299	carbohydrate derivative	ignore		
CHEBI:63367	monosaccharide derivative	ignore		
CHEBI:64709	organic acid	ignore		
CHEBI:6495	lipoprotein	import		COB:0000013
CHEBI:72695	organic molecule	ignore		
CHEBI:746933	globular protein	ignore		
CHEBI:75769	B vitamin	ignore		
CHEBI:78616	carbohydrates and carbohydrate derivatives	ignore		
CHEBI:78840	olefinic compound	ignore		
CHEBI:79389	monovalent inorganic anion	ignore		
CHEBI:81567	thyroid stimulating hormone	import		COB:0000013
CHEBI:81568	Luteinizing hormone	import		COB:0000013
CHEBI:81569	Follicle stimulating hormone	import		COB:0000013
CHEBI:83811	proteinogenic amino acid derivative	ignore		
CHEBI:83820	non-proteinogenic amino acid	ignore		
CHEBI:83821	amino-acid derivative	ignore		
CHEBI:83925	non-proteinogenic alpha-amino acid	ignore		
CHEBI:86319	25-hydroxyvitamin D2	import		COB:0000013
CHEBI:9754	tris	import		COB:0000013
