Source	ID	Label	Parent ID	Parent Label	Related
chebi	CHEBI:30682	ruthenium atom	CHEBI:23367	molecular entity	
chebi	CHEBI:31624	fluorescein	CHEBI:23367	molecular entity	
chebi	CHEBI:31642	gadodiamide hydrate	CHEBI:23367	molecular entity	
chebi	CHEBI:31643	gadoteridol	CHEBI:23367	molecular entity	
chebi	CHEBI:31991	phenol red	CHEBI:23367	molecular entity	
chebi	CHEBI:32142	sodium citrate dihydrate	CHEBI:23367	molecular entity	
chebi	CHEBI:33250	atom	BFO:0000040	material entity	
chebi	CHEBI:33262	elemental oxygen			ancestors
chebi	CHEBI:33321	rare earth metal atom			ancestors
chebi	CHEBI:33359	rhodium atom	CHEBI:23367	molecular entity	
chebi	CHEBI:33375	gadolinium atom	CHEBI:23367	molecular entity	
chebi	CHEBI:33376	terbium atom	CHEBI:23367	molecular entity	
chebi	CHEBI:33696	nucleic acid	CHEBI:33839	macromolecule	
chebi	CHEBI:33697	ribonucleic acid	CHEBI:33696	nucleic acid	
chebi	CHEBI:33709	amino acid	CHEBI:23367	molecular entity	
chebi	CHEBI:33839	macromolecule	CHEBI:23367	molecular entity	
chebi	CHEBI:35143	hemoglobin			ancestors
chebi	CHEBI:35729	gadolinium molecular entity	CHEBI:23367	molecular entity	
chebi	CHEBI:35780	phosphate ion			ancestors
chebi	CHEBI:37333	gadodiamide	CHEBI:23367	molecular entity	
chebi	CHEBI:37445	folic acids			ancestors
chebi	CHEBI:37586	sodium phosphate	CHEBI:23367	molecular entity	
chebi	CHEBI:37972	phosphorus-32 atom	CHEBI:33250	atom	
chebi	CHEBI:37973	phosphorus-33 atom	CHEBI:33250	atom	
chebi	CHEBI:37987	Cy3 dye	CHEBI:23367	molecular entity	
chebi	CHEBI:37989	Cy5 dye	CHEBI:23367	molecular entity	
chebi	CHEBI:39123	calcium cation			ancestors
chebi	CHEBI:39127	magnesium cation			ancestors
chebi	CHEBI:39867	valproic acid			ancestors
chebi	CHEBI:42098	digoxigenin	CHEBI:23367	molecular entity	
chebi	CHEBI:42191	ethylenediaminetetraacetic acid	CHEBI:23367	molecular entity	
chebi	CHEBI:4551	digoxin			ancestors
chebi	CHEBI:4705	double-stranded DNA	CHEBI:16991	deoxyribonucleic acid	
chebi	CHEBI:472552	5-bromo-2'-deoxyuridine	CHEBI:23367	molecular entity	
chebi	CHEBI:47774	low-density lipoprotein cholesterol			ancestors
chebi	CHEBI:47775	high-density lipoprotein cholesterol			ancestors
chebi	CHEBI:50076	chromium-51	CHEBI:23367	molecular entity	
chebi	CHEBI:51756	Alexa Fluor 532	CHEBI:23367	molecular entity	
chebi	CHEBI:51760	Alexa Fluor 546	CHEBI:23367	molecular entity	
chebi	CHEBI:52673	Alexa Fluor 555	CHEBI:23367	molecular entity	
chebi	CHEBI:53526	tritiated thymidine	CHEBI:23367	molecular entity	
chebi	CHEBI:59050	dimethyl sulfate	CHEBI:23367	molecular entity	
chebi	CHEBI:59051	diethyl pyrocarbonate	CHEBI:23367	molecular entity	
chebi	CHEBI:59052	1,1-dihydroxy-3-ethoxy-2-butanone	CHEBI:23367	molecular entity	
chebi	CHEBI:59053	N-cyclohexyl-N'-(2-(4-morpholinyl)ethyl)carbodiimide	CHEBI:23367	molecular entity	
chebi	CHEBI:59054	N-methylisatoic anhydride	CHEBI:23367	molecular entity	
chebi	CHEBI:59055	(S)-1-(4-bromoacetamidobenzyl)EDTA	CHEBI:23367	molecular entity	
chebi	CHEBI:59056	EDTA methidiumpropylamide	CHEBI:23367	molecular entity	
chebi	CHEBI:59424	bromophenol blue	CHEBI:23367	molecular entity	
chebi	CHEBI:61057	tacrolimus hydrate			ancestors
chebi	CHEBI:61073	oxygen radical			ancestors
chebi	CHEBI:81567	thyroid stimulating hormone			ancestors
chebi	CHEBI:86319	25-hydroxyvitamin D2			ancestors
chebi	CHEBI:9754	tris	CHEBI:23367	molecular entity	
