Source	ID	Label	Parent ID	Parent Label	Related
cl	CL:0000556	megakaryocyte			
cl	CL:0000558	reticulocyte	CL:0000000	cell	
cl	CL:0000560	band form neutrophil			
cl	CL:0000562	nucleate erythrocyte			
cl	CL:0000576	monocyte			
cl	CL:0000578	experimentally modified cell in vitro	CL:0000000	cell	
cl	CL:0000624	CD4-positive, alpha-beta T cell	CL:0000789	alpha-beta T cell	
cl	CL:0000625	CD8-positive, alpha-beta T cell	CL:0000789	alpha-beta T cell	
cl	CL:0000738	leukocyte	CL:0000000	cell	
cl	CL:0000767	basophil	CL:0000000	cell	
cl	CL:0000771	eosinophil			
cl	CL:0000775	neutrophil			
cl	CL:0000776	immature neutrophil			
cl	CL:0000786	plasma cell	CL:0000236	B cell	
cl	CL:0000789	alpha-beta T cell	CL:0000084	T cell	
cl	CL:0000794	CD8-positive, alpha-beta cytotoxic T cell	CL:0000625	CD8-positive, alpha-beta T cell	
cl	CL:0000814	mature NK T cell	CL:0000789	alpha-beta T cell	
cl	CL:0000836	promyelocyte			
cl	CL:0000842	mononuclear cell	CL:0000000	cell	
cl	CL:0002192	metamyelocyte			
cl	CL:0002193	myelocyte			
cl	CL:0002319	neural cell	CL:0000000	cell	
cl	CL:0011114	segmented neutrophil of bone marrow			
clo	CLO:0000001	cell line cell	OBI:0001866	secondary cultured cell	
clo	CLO:0000018	mortal cell line cell	CLO:0000001	cell line cell	
clo	CLO:0000019	immortal cell line cell	CLO:0000001	cell line cell	
clo	CLO:0000031	cell line	OBI:0001905	secondary cultured cell population	
clo	CLO:0009828	immortal cell line	CLO:0000031	cell line	
clo	CLO:0009829	mortal cell line	CLO:0000031	cell line	
cob	COB:0000080	complex of molecular entities	BFO:0000040	material entities	
envo	ENVO:00001998	soil	BFO:0000040	material entity	
envo	ENVO:00002257	podzol	ENVO:00001998	soil	
envo	ENVO:00010483	environmental material	BFO:0000040	material entity	
go	GO:0000785	chromatin			
go	GO:0001046	core promoter sequence-specific DNA binding			
go	GO:0001172	transcription, RNA-templated			
go	GO:0001508	action potential			
go	GO:0001788	antibody-dependent cellular cytotoxicity	GO:0008150	biological_process	
go	GO:0001806	type IV hypersensitivity	GO:0002524	hypersensitivity	
go	GO:0001816	cytokine production	GO:0008150	biological_process	
go	GO:0001906	cell killing	GO:0008150	biological_process	
go	GO:0001913	T cell mediated cytotoxicity	GO:0001906	cell killing	
go	GO:0002250	adaptive immune response	GO:0006955	immune response	
go	GO:0002367	cytokine production involved in immune response	GO:0001816	cytokine production	
go	GO:0002390		GO:0001816	cytokine production	
go	GO:0002507	tolerance induction	GO:0008150	biological_process	
go	GO:0002514	B cell tolerance induction	GO:0002507	tolerance induction	
go	GO:0002517	T cell tolerance induction	GO:0002507	tolerance induction	
go	GO:0002524	hypersensitivity	GO:0008150	biological_process	
go	GO:0002534	cytokine production involved in inflammatory response	GO:0001816	cytokine production	
go	GO:0003094	glomerular filtration			
go	GO:0003674	molecular_function	BFO:0000015	process	
go	GO:0003823	antigen binding			
go	GO:0003824	catalytic activity	GO:0003674	molecular_function	
go	GO:0003964	Minus strand DNA synthesis resumes	GO:0003824	catalytic activity	
go	GO:0003990	AcCho is hydrolyzed to Cho and acetate by ACHE	GO:0003824	catalytic activity	
go	GO:0004364	LTC4S trimer transfers GSH to 7S(8)-epoxy-17(S)-HDHA to form RCTR1	GO:0003824	catalytic activity	
go	GO:0005216	ion channel activity	GO:0009987	cellular process	
go	GO:0005575	cellular_component	BFO:0000040	material entity	
go	GO:0005577	fibrinogen complex			
go	GO:0005694	chromosome	GO:0005575	cellular_component	
go	GO:0005739	mitochondrion	GO:0043227	membrane-bounded organelle	
go	GO:0006006	glucose metabolic process	GO:0008150	biological_process	
go	GO:0006260	DNA replication	GO:0008150	biological_process	
go	GO:0006306	DNA methylation	GO:0008150	biological_process	
go	GO:0006338	chromatin remodeling	GO:0009987	cellular process	
go	GO:0006909	phagocytosis	GO:0008150	biological_process	
go	GO:0006955	immune response	GO:0050896	response to stimulus	
go	GO:0006974	cellular response to DNA damage stimulus	GO:0050896	response to stimulus	
go	GO:0007049	cell cycle	GO:0008150	biological_process	
go	GO:0007596	blood coagulation	GO:0008150	biological_process	
go	GO:0008150	biological_process	BFO:0000015	process	
go	GO:0008228	opsonization	GO:0006909	phagocytosis	
go	GO:0008283	cell population proliferation	GO:0008150	biological_process	
go	GO:0009566	fertilization	GO:0008150	biological_process	
go	GO:0009987	cellular process	GO:0008150	biological_process	
go	GO:0010467	gene expression	GO:0008150	biological_process	
go	GO:0010573	vascular endothelial growth factor production	GO:0001816	cytokine production	
go	GO:0016064	immunoglobulin mediated immune response	GO:0008150	biological_process	
go	GO:0016570	histone modification	GO:0008150	biological_process	
go	GO:0016788	Platelet-activating factor acetylhydrolase (PLA2G7) hydrolyzes acyl Ghrelin	GO:0003824	catalytic activity	
go	GO:0019814	immunoglobulin complex	GO:0032991	macromolecular complex	
go	GO:0019815	B cell receptor complex	GO:0032991	macromolecular complex	
go	GO:0019882	antigen processing and presentation	GO:0008150	biological_process	
go	GO:0019904	protein domain specific binding	OBI:0001588		
go	GO:0030041	actin filament polymerization	GO:0008150	biological_process	
go	GO:0030097	hemopoiesis	GO:0008150	biological_process	
go	GO:0032601	connective tissue growth factor production	GO:0001816	cytokine production	
go	GO:0032602	chemokine production	GO:0001816	cytokine production	
go	GO:0032604	granulocyte macrophage colony-stimulating factor production	GO:0001816	cytokine production	
go	GO:0032605	hepatocyte growth factor production	GO:0001816	cytokine production	
go	GO:0032606	type I interferon production	GO:0001816	cytokine production	
go	GO:0032607	interferon-alpha production			
go	GO:0032608	interferon-beta production	GO:0001816	cytokine production	
go	GO:0032609	interferon-gamma production	GO:0001816	cytokine production	
go	GO:0032610	interleukin-1 alpha production	GO:0032612	interleukin-1 production	
go	GO:0032611	interleukin-1 beta production	GO:0032612	interleukin-1 production	
go	GO:0032612	interleukin-1 production	GO:0001816	cytokine production	
go	GO:0032613	interleukin-10 production	GO:0001816	cytokine production	
go	GO:0032614	interleukin-11 production	GO:0001816	cytokine production	
go	GO:0032615	interleukin-12 production	GO:0001816	cytokine production	
go	GO:0032616	interleukin-13 production	GO:0001816	cytokine production	
go	GO:0032617	interleukin-14 production	GO:0001816	cytokine production	
go	GO:0032618	interleukin-15 production	GO:0001816	cytokine production	
go	GO:0032619	interleukin-16 production	GO:0001816	cytokine production	
go	GO:0032620	interleukin-17 production	GO:0001816	cytokine production	
go	GO:0032621	interleukin-18 production	GO:0001816	cytokine production	
go	GO:0032622	interleukin-19 production	GO:0001816	cytokine production	
go	GO:0032623	interleukin-2 production	GO:0001816	cytokine production	
go	GO:0032624	interleukin-20 production	GO:0001816	cytokine production	
go	GO:0032625	interleukin-21 production	GO:0001816	cytokine production	
go	GO:0032626	interleukin-22 production	GO:0001816	cytokine production	
go	GO:0032627	interleukin-23 production	GO:0001816	cytokine production	
go	GO:0032628	interleukin-24 production	GO:0001816	cytokine production	
go	GO:0032629	interleukin-25 production	GO:0001816	cytokine production	
go	GO:0032630	interleukin-26 production	GO:0001816	cytokine production	
go	GO:0032631	interleukin-27 production	GO:0001816	cytokine production	
go	GO:0032632	interleukin-3 production	GO:0001816	cytokine production	
go	GO:0032633	interleukin-4 production	GO:0001816	cytokine production	
go	GO:0032634	interleukin-5 production	GO:0001816	cytokine production	
go	GO:0032635	interleukin-6 production	GO:0001816	cytokine production	
go	GO:0032636	interleukin-7 production	GO:0001816	cytokine production	
go	GO:0032637	interleukin-8 production	GO:0001816	cytokine production	
go	GO:0032638	interleukin-9 production	GO:0001816	cytokine production	
go	GO:0032639	TRAIL production	GO:0001816	cytokine production	
go	GO:0032640	tumor necrosis factor production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0032641	lymphotoxin A production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0032905	transforming growth factor beta1 production	GO:0001816	cytokine production	
go	GO:0032906	transforming growth factor beta2 production	GO:0001816	cytokine production	
go	GO:0032907	transforming growth factor beta3 production	GO:0001816	cytokine production	
go	GO:0032991	macromolecular complex	BFO:0000040	material entity	
go	GO:0033036	macromolecule localization	GO:0008150	biological_process	
go	GO:0034061	DNA polymerase activity	GO:0003824	catalytic activity	
go	GO:0034343	type III interferon production	GO:0001816	cytokine production	
go	GO:0035393	chemokine (C-X-C motif) ligand 9 production	GO:0032602	chemokine production	
go	GO:0035397	helper T cell enhancement of adaptive immune response	GO:0002250	adaptive immune response	
go	GO:0035398	helper T cell enhancement of T cell mediated immune response	GO:0035397	helper T cell enhancement of adaptive immune response	
go	GO:0035399	helper T cell enhancement of B cell mediated immune response	GO:0035397	helper T cell enhancement of adaptive immune response	
go	GO:0035746	granzyme A production	GO:0008150	biological_process	
go	GO:0035944	perforin production	GO:0008150	biological_process	
go	GO:0036262	granulysin production	GO:0008150	biological_process	
go	GO:0036392	chemokine (C-C motif) ligand 20 production					
go	GO:0042098	T cell proliferation	GO:0008283	cell population proliferation	
go	GO:0042101	T cell receptor complex	GO:0032991	macromolecular complex	
go	GO:0042110	T cell activation	GO:0008150	biological_process	
go	GO:0042571	immunoglobulin complex, circulating	GO:0019814	immunoglobulin complex	
go	GO:0042575	DNA polymerase complex	GO:0032991	macromolecular complex	
go	GO:0042605	peptide antigen binding	GO:0003823	antigen binding	
go	GO:0042611	MHC protein complex	GO:0032991	macromolecular complex	
go	GO:0043227	membrane-bounded organelle	GO:0005575	cellular_component	
go	GO:0043316	cytotoxic T cell degranulation	GO:0001906	cell killing	
go	GO:0043565	sequence-specific DNA binding	OBI:0001588		
go	GO:0044030	regulation of DNA methylation	GO:0008150	biological_process	
go	GO:0044807	macrophage migration inhibitory factor production			
go	GO:0044808	oncostatin M production			
go	GO:0044809	chemokine (C-C motif) ligand 17 production			
go	GO:0048869	cellular developmental process	GO:0008150	biological_process	
go	GO:0050896	response to stimulus	GO:0008150	biological_process	
go	GO:0051276	chromosome organization	GO:0008150	biological_process	
go	GO:0052689	CES1trimer hydrolyses ACEI pro-drugs to ACEIs	GO:0003824	catalytic activity	
go	GO:0070288	ferritin complex			
go	GO:0070358	actin polymerization-dependent cell motility	GO:0008150	biological_process	
go	GO:0071604	transforming growth factor beta production	GO:0001816	cytokine production	
go	GO:0071605	monocyte chemotactic protein-1 production	GO:0032602	chemokine production	
go	GO:0071606	chemokine (C-C motif) ligand 4 production	GO:0032602	chemokine production	
go	GO:0071607	macrophage inflammatory protein-1 gamma production	GO:0032602	chemokine production	
go	GO:0071608	macrophage inflammatory protein-1 alpha production	GO:0032602	chemokine production	
go	GO:0071609	chemokine (C-C motif) ligand 5 production	GO:0032602	chemokine production	
go	GO:0071610	chemokine (C-C motif) ligand 1 production	GO:0032602	chemokine production	
go	GO:0071611	granulocyte colony-stimulating factor production	GO:0001816	cytokine production	
go	GO:0071612	IP-10 production	GO:0032602	chemokine production	
go	GO:0071613	granzyme B production	GO:0008150	biological_process	
go	GO:0071706	tumor necrosis factor superfamily cytokine production	GO:0001816	cytokine production	
go	GO:0071735	IgG immunoglobulin complex			
go	GO:0071742	IgE immunoglobulin complex			
go	GO:0071745	IgA immunoglobulin complex			
go	GO:0071753	IgM immunoglobulin complex			
go	GO:0071924	chemokine (C-C motif) ligand 22 production	GO:0032602	chemokine production	
go	GO:0072535	tumor necrosis factor (ligand) superfamily member 11 production	GO:0071706	tumor necrosis factor superfamily cytokine production	
go	GO:0097087	interleukin-17A production	GO:0032620	interleukin-17 production	
go	GO:0097088	interleukin-17F production	GO:0032620	interleukin-17 production	
go	GO:0097278	complement-dependent cytotoxicity	GO:0001906	cell killing	
go	GO:0097280	histamine secretion mediated by immunoglobulin	GO:0006955	immune response	
go	GO:0097281	immune complex formation	GO:0016064	immunoglobulin mediated immune response	
go	GO:0097282	immunoglobulin-mediated neutralization	GO:0016064	immunoglobulin mediated immune response	
go	GO:0097388	chemokine (C-C motif) ligand 19 production	GO:0032602	chemokine production	
go	GO:0097389	chemokine (C-C motif) ligand 21 production	GO:0032602	chemokine production	
go	GO:0097390	chemokine (C-X-C motif) ligand 12 production	GO:0032602	chemokine production	
go	GO:0097391	chemokine (C-X-C motif) ligand 13 production	GO:0032602	chemokine production	
go	GO:0097392	chemokine (C-X-C motif) ligand 16 production	GO:0032602	chemokine production	
go	GO:0140730	amphiregulin production	GO:0001816	cytokine production	
hp	HP:0000855	Insulin resistance	BFO:0000016	disposition	
ido	IDO:0000450	pathogenic disposition	BFO:0000016	disposition	
ido	IDO:0000528	pathogen	BFO:0000040	material entity	
ido	IDO:0000562	antibacterial	BFO:0000040	material entity	
ido	IDO:0000586	infection	BFO:0000040	material entity	
ido	IDO:0000666	human pathogenicity disposition	IDO:0000450	pathogenic disposition	
ncbitaxon	NCBITaxon:10090	Mus musculus			ancestors
ncbitaxon	NCBITaxon:10116	Rattus norvegicus			ancestors
ncbitaxon	NCBITaxon:10239	Viruses	OBI:0100026	organism	
ncbitaxon	NCBITaxon:10358	Cytomegalovirus			ancestors
ncbitaxon	NCBITaxon:10376	Human gammaherpesvirus 4			ancestors
ncbitaxon	NCBITaxon:10407	Hepatitis B virus			ancestors
ncbitaxon	NCBITaxon:11103	Hepacivirus C			ancestors
ncbitaxon	NCBITaxon:11676	Human immunodeficiency virus 1			ancestors
ncbitaxon	NCBITaxon:11709	Human immunodeficiency virus 2			ancestors
ncbitaxon	NCBITaxon:160	Treponema pallidum			ancestors
ncbitaxon	NCBITaxon:2	Bacteria	OBI:0100026	organism	
ncbitaxon	NCBITaxon:2157	Archaea	OBI:0100026	organism	
ncbitaxon	NCBITaxon:2759	Eukaryota	OBI:0100026	organism	
ncbitaxon	NCBITaxon:3702	Arabidopsis thaliana			ancestors
ncbitaxon	NCBITaxon:388799	HIV-1 group O			ancestors
ncbitaxon	NCBITaxon:40674	Mammalia			ancestors
ncbitaxon	NCBITaxon:44689	Dictyostelium discoideum			ancestors
ncbitaxon	NCBITaxon:4896	Schizosaccharomyces pombe			ancestors
ncbitaxon	NCBITaxon:4932	Saccharomyces cerevisiae			ancestors
ncbitaxon	NCBITaxon:5140	Neurospora			ancestors
ncbitaxon	NCBITaxon:5820	Plasmodium			ancestors
ncbitaxon	NCBITaxon:6239	Caenorhabditis elegans			ancestors
ncbitaxon	NCBITaxon:6656	Arthropoda			ancestors
ncbitaxon	NCBITaxon:6668	Daphnia			ancestors
ncbitaxon	NCBITaxon:7157	Cullicidae			ancestors
ncbitaxon	NCBITaxon:7227	Drosophila melanogaster			ancestors
ncbitaxon	NCBITaxon:7742	Vertebrata <Metazoa>			ancestors
ncbitaxon	NCBITaxon:7955	Danio rerio			ancestors
ncbitaxon	NCBITaxon:8353	Xenopus <genus>			ancestors
ncbitaxon	NCBITaxon:9031	Gallus gallus			ancestors
ncbitaxon	NCBITaxon:9606	Homo sapiens			ancestors
ncbitaxon	NCBITaxon:9989	Rodentia			ancestors
ogms	OGMS:0000015	clinical history	IAO:0000030	information content entity	
ogms	OGMS:0000023	phenotype	BFO:0000019	quality	
ogms	OGMS:0000031	disease	BFO:0000016	disposition	
ogms	OGMS:0000063	disease course	GO:0008150	biological_process	
ogms	OGMS:0000073	diagnosis	IAO:0000027	data item	
ogms	OGMS:0000090	treatment	OBI:0000011	planned process	
omiabis	OMIABIS:0000050	fixed tissue specimen	OBI:0000953	processed specimen	
omiabis	OMIABIS:0000052	fixed tissue slide specimen			
omrse	OMRSE:00000012	health care provider role	BFO:0000023	role	
omrse	OMRSE:00000054	hospital role	BFO:0000023	role	
omrse	OMRSE:00000056	hospital organization	OBI:0000245	organization	
opl	OPL:0000267	Plasmodium gametocyte	NCBITaxon:5820	Plasmodium	
opl	OPL:0000232	parasite organism	OBI:0100026	organism	
pato	PATO:0000011	age			ancestors
pato	PATO:0000018	fluorescence			ancestors
pato	PATO:0000047	biological sex			ancestors
pato	PATO:0000140	position			ancestors
pato	PATO:0000146	temperature			ancestors
pato	PATO:0000186	behavioral quality			ancestors
pato	PATO:0000383	female			ancestors
pato	PATO:0000384	male			ancestors
pato	PATO:0000918	volume			ancestors
pato	PATO:0001025	pressure			ancestors
pato	PATO:0001161	diluted			ancestors
pato	PATO:0001167	damaged			ancestors
pato	PATO:0001193	lateral to			ancestors
pato	PATO:0001196	ventral to			ancestors
pato	PATO:0001233	dorsal to			ancestors
pato	PATO:0001241	physical object quality	BFO:0000019	quality	
pato	PATO:0001338	mixed sex			ancestors
pato	PATO:0001339	biomaterial purity			ancestors
pato	PATO:0001340	hermaphrodite			ancestors
pato	PATO:0001341	a mating type (yeast)			ancestors
pato	PATO:0001344	alpha mating type (yeast)			ancestors
pato	PATO:0001345	h minus			ancestors
pato	PATO:0001346	h plus			ancestors
pato	PATO:0001347	F mating type			ancestors
pato	PATO:0001348	F minus mating type			ancestors
pato	PATO:0001374	ploidy			ancestors
pato	PATO:0001375	haploid			ancestors
pato	PATO:0001377	polyploid			ancestors
pato	PATO:0001385	aneuploid			ancestors
pato	PATO:0001394	diploid			ancestors
pato	PATO:0001396	cellular quality			ancestors
pato	PATO:0001421	alive			ancestors
pato	PATO:0001422	dead			ancestors
pato	PATO:0001546	quality of a solid			ancestors
pato	PATO:0001547	quality of a gas			ancestors
pato	PATO:0001548	quality of a liquid			ancestors
pato	PATO:0001632	anterior to			ancestors
pato	PATO:0001741	radioactive			ancestors
pato	PATO:0001792	left side of			ancestors
pato	PATO:0001793	right side of			ancestors
pato	PATO:0001985	frozen			ancestors
pato	PATO:0001995	organismal quality			ancestors
pato	PATO:0002027	osmolality			ancestors
pato	PATO:0002201	handedness			ancestors
pato	PATO:0002202	left handedness			ancestors
pato	PATO:0002203	right handedness			ancestors
pato	PATO:0002204	ambidextrous handedness			ancestors
pato	PATO:0002243	fluid flow rate			ancestors
pr	PR:000000001	protein	CHEBI:16670	peptide	
pr	PR:000001004	CD4 molecule	PR:000000001	protein	
pr	PR:000001018	CD3 subunit with immunoglobulin domain	PR:000000001	protein	
pr	PR:000003015	prostate-specific antigen			ancestors
pr	PR:000003252	antithrombin-III	PR:000000001	protein	
pr	PR:000003745	double-stranded RNA-specific adenosine deaminase	PR:000000001	protein	
pr	PR:000003777	adiponectin	PR:000000001	protein	
pr	PR:000003918	albumin			ancestors
pr	PR:000004580	beta-2-microglobulin			ancestors
pr	PR:000005794	ceruloplasmin			ancestors
pr	PR:000005897	C-reactive protein			ancestors
pr	PR:000006592	deoxyribonuclease-1	PR:000000001	protein	
pr	PR:000007141	erythropoietin			ancestors
pr	PR:000007928	glial cell line-derived neurotrophic factor	PR:000000001	protein	
pr	PR:000008457	beta-globin			ancestors
pr	PR:000008725	haptoglobin			ancestors
pr	PR:000009758	leptin	PR:000000001	protein	
pr	PR:000013429	parathyroid hormone	PR:000000001	protein	
pr	PR:000014060	ribonuclease T2	PR:000000001	protein	
pr	PR:000016261	serotransferrin			ancestors
pr	PR:000016801	transthyretin			ancestors
pr	PR:000023089	DNA ligase	PR:000000001	protein	
pr	PR:000025402	T cell receptor co-receptor CD8	PR:000000001	protein	
pr	PR:000025467	guanyl-specific ribonuclease T1	PR:000000001	protein	
pr	PR:000025471	nuclease S1	PR:000000001	protein	
pr	PR:000025475	ribonuclease U2	PR:000000001	protein	
pr	PR:000025477	ribonuclease V1 (cobra)	PR:000000001	protein	
pr	PR:000025478	ribonuclease CL3 (chicken)	PR:000000001	protein	
pr	PR:000027247	cytosolic creatine kinase complex, MB-type	GO:0032991	macromolecular complex	
pr	PR:000029971	creatine kinase			ancestors
pr	PR:000029983	protein-glutamine gamma-glutamyltransferase			ancestors
pr	PR:000050219	alanine aminotransferase			ancestors
pr	PR:000050331	lactate dehydrogenase complex	GO:0032991	macromolecular complex	
pr	PR:000050343	alkaline phosphatase (human)			ancestors
pr	PR:000050353	aspartate aminotransferase (human)			ancestors
pr	PR:000050469	hemoglobin A1c	GO:0032991	macromolecular complex	
so	SO:0000001	region	BFO:0000031	generically dependent continuant	
so	SO:0000104	wiki	SO:0000001	region	
so	SO:0000148	supercontig	SO:0000353	wiki	
so	SO:0000149	wiki	SO:0000353	wiki	
